condition_id,provider,model,tier,theorem_id,theorem_name,question_id,sample,verdict,finish_reason,latency_s,timestamp,error
openai|gpt-5.5|13|meaning|1,openai,gpt-5.5,frontier,13,Theorem_13.a_eq_b_eq_c,meaning,1,,stop,46.29,2026-06-14T23:37:49.455353+00:00,
openai|gpt-5.5|13|meaning|2,openai,gpt-5.5,frontier,13,Theorem_13.a_eq_b_eq_c,meaning,2,,stop,28.69,2026-06-14T23:38:19.863572+00:00,
openai|gpt-5.5|14|compiles|0,openai,gpt-5.5,frontier,14,Theorem_14.overflow,compiles,0,not_compiles,stop,201.07,2026-06-14T23:38:35.747282+00:00,
openai|gpt-5.5|14|compiles|1,openai,gpt-5.5,frontier,14,Theorem_14.overflow,compiles,1,compiles,stop,273.31,2026-06-14T23:38:48.553931+00:00,
openai|gpt-5.5|14|compiles|2,openai,gpt-5.5,frontier,14,Theorem_14.overflow,compiles,2,not_compiles,stop,117.71,2026-06-14T23:39:15.486935+00:00,
openai|gpt-5.5|14|meaning|0,openai,gpt-5.5,frontier,14,Theorem_14.overflow,meaning,0,,stop,54.79,2026-06-14T23:41:13.201639+00:00,
openai|gpt-5.5|14|meaning|1,openai,gpt-5.5,frontier,14,Theorem_14.overflow,meaning,1,,stop,76.08,2026-06-14T23:41:27.670129+00:00,
openai|gpt-5.5|14|meaning|2,openai,gpt-5.5,frontier,14,Theorem_14.overflow,meaning,2,,stop,42.64,2026-06-14T23:41:56.815914+00:00,
openai|gpt-5.5|1|compiles|0,openai,gpt-5.5,frontier,1,one_half_third_coord_is_bijection,compiles,0,compiles,stop,158.37,2026-06-14T22:59:14.358562+00:00,
openai|gpt-5.5|1|compiles|1,openai,gpt-5.5,frontier,1,one_half_third_coord_is_bijection,compiles,1,compiles,stop,129.45,2026-06-14T22:59:18.850316+00:00,
openai|gpt-5.5|1|compiles|2,openai,gpt-5.5,frontier,1,one_half_third_coord_is_bijection,compiles,2,compiles,stop,123.55,2026-06-14T22:59:19.377155+00:00,
openai|gpt-5.5|1|meaning|0,openai,gpt-5.5,frontier,1,one_half_third_coord_is_bijection,meaning,0,,stop,57.97,2026-06-14T22:59:20.072607+00:00,
openai|gpt-5.5|1|meaning|1,openai,gpt-5.5,frontier,1,one_half_third_coord_is_bijection,meaning,1,,stop,38.41,2026-06-14T23:00:18.046590+00:00,
openai|gpt-5.5|1|meaning|2,openai,gpt-5.5,frontier,1,one_half_third_coord_is_bijection,meaning,2,,stop,60.4,2026-06-14T23:00:56.452421+00:00,
openai|gpt-5.5|2|compiles|0,openai,gpt-5.5,frontier,2,polynomial_factorization_30,compiles,0,compiles,stop,211.55,2026-06-14T23:01:22.929329+00:00,
openai|gpt-5.5|2|compiles|1,openai,gpt-5.5,frontier,2,polynomial_factorization_30,compiles,1,compiles,stop,255.8,2026-06-14T23:01:28.300880+00:00,
openai|gpt-5.5|2|compiles|2,openai,gpt-5.5,frontier,2,polynomial_factorization_30,compiles,2,compiles,stop,254.71,2026-06-14T23:01:52.732566+00:00,
openai|gpt-5.5|2|meaning|0,openai,gpt-5.5,frontier,2,polynomial_factorization_30,meaning,0,,stop,16.15,2026-06-14T23:01:56.855750+00:00,
openai|gpt-5.5|2|meaning|1,openai,gpt-5.5,frontier,2,polynomial_factorization_30,meaning,1,,stop,14.68,2026-06-14T23:02:13.006998+00:00,
openai|gpt-5.5|2|meaning|2,openai,gpt-5.5,frontier,2,polynomial_factorization_30,meaning,2,,stop,16.43,2026-06-14T23:02:27.682569+00:00,
openai|gpt-5.5|3|compiles|0,openai,gpt-5.5,frontier,3,polynomials_within_polynomials,compiles,0,compiles,stop,298.03,2026-06-14T23:02:44.116994+00:00,
openai|gpt-5.5|3|compiles|1,openai,gpt-5.5,frontier,3,polynomials_within_polynomials,compiles,1,compiles,stop,350.06,2026-06-14T23:04:54.482142+00:00,
openai|gpt-5.5|3|compiles|2,openai,gpt-5.5,frontier,3,polynomials_within_polynomials,compiles,2,not_compiles,stop,322.15,2026-06-14T23:05:44.097878+00:00,
openai|gpt-5.5|3|meaning|0,openai,gpt-5.5,frontier,3,polynomials_within_polynomials,meaning,0,,stop,17.24,2026-06-14T23:06:07.439815+00:00,
openai|gpt-5.5|3|meaning|1,openai,gpt-5.5,frontier,3,polynomials_within_polynomials,meaning,1,,stop,23.73,2026-06-14T23:06:24.675600+00:00,
openai|gpt-5.5|3|meaning|2,openai,gpt-5.5,frontier,3,polynomials_within_polynomials,meaning,2,,stop,58.26,2026-06-14T23:06:48.409140+00:00,
openai|gpt-5.5|4|compiles|0,openai,gpt-5.5,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,0,not_compiles,stop,211.88,2026-06-14T23:07:42.151747+00:00,
openai|gpt-5.5|4|compiles|1,openai,gpt-5.5,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,1,not_compiles,stop,266.17,2026-06-14T23:07:46.673683+00:00,
openai|gpt-5.5|4|compiles|2,openai,gpt-5.5,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,2,not_compiles,stop,236.64,2026-06-14T23:10:44.545680+00:00,
openai|gpt-5.5|4|meaning|0,openai,gpt-5.5,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,0,,stop,28.26,2026-06-14T23:11:06.253681+00:00,
openai|gpt-5.5|4|meaning|1,openai,gpt-5.5,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,1,,stop,19.47,2026-06-14T23:11:14.034367+00:00,
openai|gpt-5.5|4|meaning|2,openai,gpt-5.5,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,meaning,2,,stop,19.6,2026-06-14T23:11:33.504372+00:00,
openai|gpt-5.5|5|compiles|0,openai,gpt-5.5,frontier,5,Riemann_hypothesis_in_closure_of_not_not,compiles,0,not_compiles,stop,149.72,2026-06-14T23:11:34.515956+00:00,
openai|gpt-5.5|5|compiles|1,openai,gpt-5.5,frontier,5,Riemann_hypothesis_in_closure_of_not_not,compiles,1,compiles,stop,272.13,2026-06-14T23:11:53.101272+00:00,
openai|gpt-5.5|5|compiles|2,openai,gpt-5.5,frontier,5,Riemann_hypothesis_in_closure_of_not_not,compiles,2,not_compiles,stop,222.41,2026-06-14T23:12:12.846851+00:00,
openai|gpt-5.5|5|meaning|0,openai,gpt-5.5,frontier,5,Riemann_hypothesis_in_closure_of_not_not,meaning,0,,stop,32.86,2026-06-14T23:14:04.237416+00:00,
openai|gpt-5.5|5|meaning|1,openai,gpt-5.5,frontier,5,Riemann_hypothesis_in_closure_of_not_not,meaning,1,,stop,21.14,2026-06-14T23:14:37.096042+00:00,
openai|gpt-5.5|5|meaning|2,openai,gpt-5.5,frontier,5,Riemann_hypothesis_in_closure_of_not_not,meaning,2,,stop,19.15,2026-06-14T23:14:41.191882+00:00,
openai|gpt-5.5|6|compiles|0,openai,gpt-5.5,frontier,6,TFAE_7_binary,compiles,0,compiles,stop,258.78,2026-06-14T23:14:58.233725+00:00,
openai|gpt-5.5|6|compiles|1,openai,gpt-5.5,frontier,6,TFAE_7_binary,compiles,1,compiles,stop,181.6,2026-06-14T23:15:00.341292+00:00,
openai|gpt-5.5|6|compiles|2,openai,gpt-5.5,frontier,6,TFAE_7_binary,compiles,2,compiles,stop,208.27,2026-06-14T23:15:55.259956+00:00,
openai|gpt-5.5|6|meaning|0,openai,gpt-5.5,frontier,6,TFAE_7_binary,meaning,0,,stop,68.13,2026-06-14T23:16:25.233306+00:00,
openai|gpt-5.5|6|meaning|1,openai,gpt-5.5,frontier,6,TFAE_7_binary,meaning,1,,stop,96.67,2026-06-14T23:17:33.364060+00:00,
openai|gpt-5.5|6|meaning|2,openai,gpt-5.5,frontier,6,TFAE_7_binary,meaning,2,,stop,57.78,2026-06-14T23:18:01.945165+00:00,
openai|gpt-5.5|7|compiles|0,openai,gpt-5.5,frontier,7,not_dot_not_det_or_and_not_det_and,compiles,0,not_compiles,stop,249.78,2026-06-14T23:18:59.730226+00:00,
openai|gpt-5.5|7|compiles|1,openai,gpt-5.5,frontier,7,not_dot_not_det_or_and_not_det_and,compiles,1,compiles,stop,181.59,2026-06-14T23:19:10.039846+00:00,
openai|gpt-5.5|7|compiles|2,openai,gpt-5.5,frontier,7,not_dot_not_det_or_and_not_det_and,compiles,2,compiles,stop,301.95,2026-06-14T23:19:17.019071+00:00,
openai|gpt-5.5|7|meaning|0,openai,gpt-5.5,frontier,7,not_dot_not_det_or_and_not_det_and,meaning,0,,stop,27.78,2026-06-14T23:19:23.537225+00:00,
openai|gpt-5.5|7|meaning|1,openai,gpt-5.5,frontier,7,not_dot_not_det_or_and_not_det_and,meaning,1,,stop,53.5,2026-06-14T23:19:51.320737+00:00,
openai|gpt-5.5|7|meaning|2,openai,gpt-5.5,frontier,7,not_dot_not_det_or_and_not_det_and,meaning,2,,stop,39.93,2026-06-14T23:20:44.817152+00:00,
openai|gpt-5.5|8|compiles|0,openai,gpt-5.5,frontier,8,Exists_GrpCat_nonmeasurable,compiles,0,not_compiles,stop,175.03,2026-06-14T23:21:24.743545+00:00,
openai|gpt-5.5|8|compiles|1,openai,gpt-5.5,frontier,8,Exists_GrpCat_nonmeasurable,compiles,1,not_compiles,stop,132.89,2026-06-14T23:22:11.627328+00:00,
openai|gpt-5.5|8|compiles|2,openai,gpt-5.5,frontier,8,Exists_GrpCat_nonmeasurable,compiles,2,not_compiles,stop,247.38,2026-06-14T23:23:09.516946+00:00,
openai|gpt-5.5|8|meaning|0,openai,gpt-5.5,frontier,8,Exists_GrpCat_nonmeasurable,meaning,0,,stop,44.31,2026-06-14T23:24:18.972518+00:00,
openai|gpt-5.5|8|meaning|1,openai,gpt-5.5,frontier,8,Exists_GrpCat_nonmeasurable,meaning,1,,stop,26.21,2026-06-14T23:24:19.776709+00:00,
openai|gpt-5.5|8|meaning|2,openai,gpt-5.5,frontier,8,Exists_GrpCat_nonmeasurable,meaning,2,,stop,34.4,2026-06-14T23:24:24.514627+00:00,
openai|gpt-5.5|9|compiles|0,openai,gpt-5.5,frontier,9,riemannZeta_one',compiles,0,compiles,stop,83.95,2026-06-14T23:24:45.982670+00:00,
openai|gpt-5.5|9|compiles|1,openai,gpt-5.5,frontier,9,riemannZeta_one',compiles,1,compiles,stop,79.01,2026-06-14T23:24:58.919497+00:00,
openai|gpt-5.5|9|compiles|2,openai,gpt-5.5,frontier,9,riemannZeta_one',compiles,2,compiles,stop,107.17,2026-06-14T23:25:03.285928+00:00,
openai|gpt-5.5|9|meaning|0,openai,gpt-5.5,frontier,9,riemannZeta_one',meaning,0,,stop,91.09,2026-06-14T23:26:09.928459+00:00,
openai|gpt-5.5|9|meaning|1,openai,gpt-5.5,frontier,9,riemannZeta_one',meaning,1,,stop,58.98,2026-06-14T23:26:17.925181+00:00,
openai|gpt-5.5|9|meaning|2,openai,gpt-5.5,frontier,9,riemannZeta_one',meaning,2,,stop,27.4,2026-06-14T23:26:50.458663+00:00,
